TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132523941157365129,2791,1926,1561,1816,1556,1781,-774,-216,-40
132523941157380227,2815,1936,1527,1819,1593,1847,-788,-196,-21
132523941157715119,2862,1956,1574,1738,1752,1879,-788,-196,-21
132523941157936521,2811,2043,1539,1769,1873,1943,-788,-196,-21
132523941157989286,2789,1940,1551,1804,1831,1977,-788,-196,-21
132523941158264726,2758,1857,1551,1840,1788,1968,-791,-203,23
132523941158504827,2756,1882,1568,1932,1738,1943,-791,-203,23
132523941158656661,2803,1905,1550,1966,1735,1956,-791,-203,23
132523941158905777,2835,1829,1552,1994,1810,1963,-796,-216,22
132523941158965075,2787,1906,1576,1991,1864,1949,-796,-216,22
132523941159204674,2869,1891,1561,2029,1848,1956,-796,-216,22
132523941159452055,2788,1862,1526,1999,1768,1944,-796,-216,22
132523941159614749,2842,1915,1565,1914,1765,1893,-791,-241,17
132523941159839236,2840,1944,1542,1942,1750,1887,-791,-241,17
132523941160154719,2783,1902,1577,1862,1753,1880,-791,-241,17
132523941160262081,2840,1880,1615,1855,1762,1859,-781,-243,17
132523941160515498,2783,1918,1679,1895,1770,1855,-781,-243,17
132523941160813227,2832,1924,1565,1909,1759,1861,-781,-243,17
132523941161090876,2812,1893,1541,1923,1747,1874,-781,-243,17
132523941161164100,2827,1907,1526,1925,1731,1859,-789,-228,18
132523941161337829,2733,1906,1595,1947,1682,1880,-789,-228,18
132523941161350807,2819,1847,1607,1983,1676,1897,-789,-228,18
132523941161588705,2834,1892,1601,2013,1678,1885,-789,-227,7
132523941161862473,2816,1896,1580,2032,1669,1893,-789,-227,7
132523941161929278,2792,1883,1615,2053,1677,1898,-789,-227,7
132523941162187661,2815,1855,1618,2073,1668,1906,-789,-227,7
132523941162386797,2822,1909,1574,2014,1655,1897,-787,-228,-16
132523941162566442,2844,1928,1612,1955,1666,1886,-787,-228,-16
132523941162768451,2891,1924,1614,1945,1689,1889,-787,-228,-16
132523941162880923,2832,1937,1637,1925,1702,1881,-786,-224,-32
