TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132523938247147425,1952,2153,2675,1921,1729,1889,-173,-452,-446
132523938247511596,1949,2143,2670,1920,1728,1889,-173,-452,-446
132523938247758989,1971,2151,2693,1921,1729,1890,-175,-445,-444
132523938247873236,1970,2135,2703,1921,1730,1890,-175,-445,-444
132523938248081819,1945,2127,2683,1920,1728,1889,-175,-445,-444
132523938248585060,1963,2127,2697,1919,1730,1889,-167,-451,-452
132523938248595870,1952,2134,2688,1921,1730,1890,-167,-451,-452
132523938248619060,1973,2158,2678,1920,1729,1888,-167,-451,-452
132523938248861266,1938,2155,2681,1922,1730,1890,-167,-451,-452
132523938248910230,1966,2153,2676,1919,1728,1887,-167,-451,-452
132523938249382453,1969,2137,2683,1921,1730,1888,-167,-451,-452
132523938249458799,1951,2150,2695,1921,1730,1890,-167,-451,-452
132523938249471778,1956,2154,2666,1922,1731,1890,-169,-457,-452
132523938249946337,1965,2143,2690,1921,1728,1888,-169,-457,-452
132523938250218893,1956,2143,2674,1921,1730,1890,-169,-457,-452
132523938250747718,1946,2134,2671,1920,1729,1888,-166,-453,-451
132523938250919696,1928,2139,2683,1920,1729,1889,-166,-453,-451
132523938250943596,1945,2148,2663,1920,1728,1888,-166,-453,-451
132523938250957077,1967,2151,2703,1920,1729,1888,-166,-453,-451
132523938250981919,1962,2137,2725,1922,1730,1890,-176,-457,-445
132523938251106558,1936,2141,2680,1922,1731,1890,-176,-457,-445
132523938251347488,1967,2128,2698,1920,1729,1887,-176,-457,-445
132523938251568813,1958,2161,2686,1921,1730,1889,-178,-442,-440
132523938251706838,1968,2137,2682,1920,1728,1888,-178,-442,-440
132523938251846514,1973,2153,2701,1919,1730,1889,-178,-442,-440
132523938252181735,1949,2144,2663,1920,1729,1889,-178,-442,-440
132523938252322192,1944,2123,2691,1919,1729,1889,-166,-451,-447
132523938252456977,1970,2129,2693,1921,1730,1890,-166,-451,-447
132523938252845389,1955,2163,2713,1920,1729,1889,-166,-451,-447
132523938252856235,1952,2155,2678,1921,1730,1887,-171,-453,-448
132523938253121411,1938,2151,2663,1920,1729,1890,-171,-453,-448
132523938253359626,1924,2137,2708,1921,1730,1887,-171,-453,-448
132523938253497196,1977,2155,2688,1922,1730,1889,-171,-453,-448
132523938253757789,1962,2140,2679,1919,1728,1889,-174,-454,-450
132523938254007323,1966,2154,2677,1921,1729,1889,-174,-454,-450
132523938254020740,1947,2137,2699,1921,1729,1890,-174,-454,-450
132523938254281370,1942,2142,2683,1920,1729,1888,-174,-453,-447
132523938254374967,1968,2151,2687,1920,1729,1887,-174,-453,-447
132523938254657585,1972,2151,2673,1920,1729,1889,-174,-453,-447
132523938254798543,1950,2165,2687,1922,1731,1890,-174,-453,-447
132523938255309605,1958,2147,2687,1920,1730,1889,-168,-451,-448
132523938255321820,1964,2139,2671,1919,1728,1887,-168,-451,-448
132523938255332965,1952,2129,2684,1920,1729,1887,-168,-451,-448
132523938255597470,1946,2145,2688,1922,1730,1889,-172,-449,-444
132523938255833443,1947,2159,2684,1920,1729,1889,-172,-449,-444
132523938255974270,1963,2147,2683,1921,1729,1890,-172,-449,-444
132523938256148107,1949,2139,2669,1921,1730,1890,-172,-449,-444
132523938256433556,1973,2155,2684,1923,1730,1888,-178,-449,-447
132523938256697912,1959,2141,2662,1922,1729,1889,-178,-449,-447
132523938256809820,1960,2147,2686,1920,1729,1888,-178,-449,-447
132523938257082098,1953,2147,2686,1923,1730,1889,-172,-460,-443
132523938257221814,1955,2145,2667,1922,1731,1890,-172,-460,-443
132523938257334408,1955,2153,2668,1920,1728,1889,-172,-460,-443
132523938257581901,1953,2154,2660,1922,1731,1888,-172,-460,-443
132523938257833526,1949,2134,2679,1921,1729,1889,-168,-455,-439
132523938257932523,1972,2137,2654,1920,1729,1889,-168,-455,-439
132523938258173834,1957,2135,2684,1921,1729,1890,-168,-455,-439
132523938258308934,1955,2163,2661,1920,1730,1889,-171,-445,-447
132523938258507854,1971,2139,2692,1921,1729,1890,-171,-445,-447
132523938258847760,1945,2154,2681,1922,1730,1890,-171,-445,-447
132523938258979924,1959,2148,2685,1923,1730,1891,-171,-445,-447
132523938259074983,1951,2141,2694,1919,1729,1888,-177,-448,-445
132523938259448595,1966,2145,2668,1922,1729,1889,-177,-448,-445
132523938259572153,1961,2149,2685,1920,1728,1888,-177,-448,-445
132523938259657696,1959,2156,2687,1919,1728,1890,-176,-456,-447
132523938259957055,1945,2138,2694,1920,1728,1888,-176,-456,-447
132523938260147927,1955,2147,2709,1921,1731,1890,-176,-456,-447
132523938260233043,1966,2149,2660,1912,1725,1890,-176,-456,-447
132523938260521276,1778,2155,2672,1860,1696,1770,-173,-451,-444
132523938260710819,2019,2131,2735,1916,1728,1810,-173,-451,-444
132523938260834956,1911,2139,2749,1887,1706,1881,-173,-451,-444
132523938261092682,2033,2199,2726,1900,1728,1867,-183,-454,-450
132523938261356664,2000,2213,2632,2026,1772,1901,-183,-454,-450
132523938261609117,1984,2139,2673,1924,1733,1909,-183,-454,-450
132523938261757491,1962,2138,2648,1923,1729,1910,-183,-454,-450
132523938261933249,1875,2188,2556,1912,1719,1866,-189,-453,-451
132523938262074618,1947,2157,2695,1888,1711,1917,-189,-453,-451
132523938262394109,1952,2133,2657,1870,1701,1885,-189,-453,-451
132523938262555675,1970,2111,2709,1898,1716,1877,-188,-453,-447
132523938262609571,1921,2195,2734,1930,1738,1854,-188,-453,-447
132523938262872328,1983,2116,2719,1962,1749,1829,-188,-453,-447
132523938263195437,1938,2116,2755,2031,1756,1795,-188,-453,-447
132523938263208084,1927,2101,2709,2080,1773,1725,-188,-453,-447
132523938263543165,1957,1970,2676,2113,1793,1724,-188,-453,-447
132523938263558418,1917,2214,2777,2143,1875,1851,-188,-453,-447
132523938263810625,1755,2133,2671,2219,1928,2028,-157,-470,-426
132523938264121877,1823,2028,2704,2168,1973,2039,-157,-470,-426
132523938264143525,1757,2183,2779,2061,1885,1883,-157,-470,-426
132523938264384800,1652,2221,2686,2041,1871,1814,-110,-510,-386
132523938264807230,1549,2283,3097,1864,1696,1796,-110,-510,-386
132523938265083502,1653,2320,2445,2087,1619,1798,-110,-510,-386
132523938265309701,1567,2169,2567,2254,1977,1845,-110,-510,-386
132523938265332978,1702,2162,2775,2277,1919,1992,-96,-523,-360
132523938265344966,1811,2159,2772,2233,1881,1998,-96,-523,-360
132523938265583754,1812,2031,2685,2088,1725,1792,-96,-523,-360
132523938265842010,1645,2201,2592,2022,1665,1610,-45,-526,-330
132523938265933182,1421,2267,2546,2026,1672,1506,-45,-526,-330
132523938266175631,1390,2308,2495,2029,1737,1577,-45,-526,-330
132523938266442452,1526,2163,2542,2095,1783,1712,-45,-526,-330
132523938266583252,1606,2044,2551,2147,1745,1783,-85,-548,-315
132523938266720389,1210,2228,2344,2133,1696,1702,-85,-548,-315
132523938266871595,1506,2167,2634,2155,1686,2015,-85,-548,-315
132523938267109387,1480,2247,2510,2187,1720,2044,-40,-543,-303
132523938267345990,1399,2228,2422,2147,1655,2019,-40,-543,-303
132523938267483942,1646,2151,2609,2087,1420,2005,-40,-543,-303
132523938267771814,1625,2161,2493,2109,1305,1926,-40,-543,-303
132523938267910539,1573,2143,2407,2215,1339,1908,-4,-492,-302
132523938268072056,1457,2131,2387,2419,1406,2097,-4,-492,-302
132523938268311009,1526,2023,2413,2512,1436,2035,-4,-492,-302
132523938268609220,1304,2021,2353,2485,1428,1979,84,-419,-298
132523938268618444,1338,2312,2311,1999,1862,1990,84,-419,-298
132523938268909487,1497,2000,2595,2025,1686,1993,84,-419,-298
132523938269045286,1371,2175,2511,2418,1612,2021,84,-419,-298
132523938269466987,1335,2146,2370,2557,1696,2072,144,-382,-246
132523938269484934,1274,1939,2334,2690,1722,2125,144,-382,-246
132523938269645461,1230,2013,2238,2904,1699,1886,144,-382,-246
132523938270057031,913,2139,1478,2700,1669,1915,225,-363,-79
132523938270072651,1029,2242,2065,2399,1770,1998,225,-363,-79
132523938270309788,1002,2194,1990,2271,1833,2023,225,-363,-79
132523938270409654,846,2239,1940,2076,1907,2002,225,-363,-79
132523938270645621,865,2063,1928,1922,1925,1934,263,-348,10
132523938270884577,780,2058,2027,1792,1850,1818,263,-348,10
132523938271134606,1064,2247,2092,2010,1865,1665,263,-348,10
132523938271320289,1072,2153,1866,2266,1867,1890,248,-352,28
132523938271468031,1098,2214,1754,2326,1882,1917,248,-352,28
132523938271571186,1101,2087,1759,2360,1956,1981,248,-352,28
132523938271893985,1136,2088,1767,2275,1972,2004,248,-352,28
132523938272294298,1052,2219,1820,2185,2063,2007,247,-334,134
132523938272309999,1138,2192,1885,1973,1966,1859,247,-334,134
132523938272571000,997,2159,1756,1964,1802,1748,247,-334,134
132523938272683251,898,2100,1695,1969,1806,1708,233,-325,185
132523938272743556,864,2107,1728,1961,1791,1745,233,-325,185
132523938273043442,955,2151,1613,2003,1801,1838,233,-325,185
132523938273211896,838,2246,1631,1998,2013,1769,233,-325,185
132523938273441571,1063,2214,1447,1932,1911,1851,220,-349,218
132523938273670271,987,2140,1667,1853,1698,1876,220,-349,218
132523938273833971,939,2173,1668,1650,1560,1841,220,-349,218
132523938274057287,1012,2085,1563,1584,1518,1848,220,-357,196
132523938274270413,1070,2010,1554,1649,1532,1866,220,-357,196
132523938274410028,1061,1915,1609,1704,1612,1856,220,-357,196
132523938274544519,1071,2040,1589,1899,1643,1835,220,-357,196
132523938274783335,1141,2063,1729,2000,1732,1844,228,-367,130
132523938275058977,1003,1999,1833,1931,1770,1830,228,-367,130
132523938275147047,971,2141,1911,1858,1749,1817,228,-367,130
132523938275343306,1025,2091,1703,1932,1827,1866,213,-380,139
132523938275485634,930,2043,1643,1991,1759,1933,213,-380,139
132523938275735729,966,2066,1639,2156,1834,1989,213,-380,139
132523938275993715,980,2183,1687,2238,1952,2006,213,-380,139
132523938276316800,980,2197,1703,2165,1937,2001,224,-365,178
132523938276572954,963,2212,1695,2063,1918,1978,224,-365,178
132523938276622374,1026,2087,1712,1964,1963,2002,224,-365,178
132523938276634220,1212,2175,1883,1854,1788,1969,215,-322,242
132523938276911968,984,2087,1671,1975,1642,1914,215,-322,242
132523938277132385,955,2198,1652,1928,1532,1866,215,-322,242
132523938277273819,788,2169,1455,1886,1624,1965,215,-322,242
132523938277562337,1203,1950,1618,1923,1740,2116,228,-334,232
132523938277708645,1089,1979,1503,1932,1673,1967,228,-334,232
132523938277845332,1067,1999,1466,1935,1594,1963,228,-334,232
132523938278120361,1025,2021,1501,1961,1692,1932,232,-309,223
132523938278418692,1043,2003,1562,1945,1722,1903,232,-309,223
132523938278435493,1011,1955,1434,1962,1700,1916,232,-309,223
132523938278735655,1083,1942,1580,1951,1705,1929,236,-298,233
132523938278903977,981,2019,1617,1946,1712,1938,236,-298,233
132523938278995609,919,1997,1618,1963,1779,1987,236,-298,233
132523938279273612,990,1947,1494,1988,1699,2022,236,-298,233
132523938279535117,1029,1878,1503,1926,1713,1944,245,-287,245
132523938279945015,1033,1884,1573,1808,1665,1918,245,-287,245
132523938279956658,1026,1886,1545,1731,1647,1893,245,-287,245
132523938279972827,979,1940,1602,1729,1634,1848,254,-285,212
132523938280157601,1002,1945,1655,1741,1658,1834,254,-285,212
132523938280407120,1049,1979,1698,1751,1725,1838,254,-285,212
132523938280668914,1026,1928,1731,1802,1781,1845,254,-285,212
132523938280907503,1052,1948,1689,1835,1799,1852,248,-295,171
132523938281073581,1049,1941,1615,1881,1803,1854,248,-295,171
132523938281135699,1096,1957,1644,1927,1819,1855,248,-295,171
132523938281421145,1090,1966,1660,1935,1830,1859,262,-302,177
132523938281721270,1064,1967,1658,1942,1836,1850,262,-302,177
132523938281832951,1043,1942,1663,1937,1823,1851,262,-302,177
132523938281945653,1050,1935,1653,1923,1801,1869,262,-302,177
132523938282445580,1004,1946,1671,1906,1786,1872,252,-301,188
132523938282493043,1021,1966,1654,1904,1760,1883,252,-301,188
132523938282596000,1012,1967,1707,1918,1725,1899,252,-301,188
132523938283357863,1042,1985,1715,1924,1699,1907,251,-290,182
132523938283382226,1050,1991,1730,1914,1683,1915,251,-290,182
132523938283757457,1067,2054,1746,1892,1673,1915,251,-290,182
132523938283772042,1009,2035,1788,1870,1676,1903,251,-290,182
132523938283807856,996,2015,1735,1897,1695,1904,252,-297,170
132523938284107487,1011,1994,1753,1915,1722,1894,252,-297,170
132523938284268291,1000,2017,1746,1918,1727,1890,252,-297,170
132523938284407333,1024,2015,1741,1901,1710,1884,258,-299,163
132523938284455486,1004,2009,1730,1883,1700,1881,258,-299,163
132523938284496046,1022,2003,1714,1894,1709,1886,258,-299,163
132523938284732588,1040,1994,1742,1918,1718,1888,258,-299,163
132523938284931839,1032,1981,1737,1932,1741,1910,251,-297,161
132523938285571808,1063,1961,1758,1923,1763,1913,251,-297,161
132523938285581496,1049,1976,1722,1928,1762,1924,251,-297,161
132523938285605699,1050,1975,1720,1913,1756,1917,260,-290,172
132523938285874994,1025,1948,1709,1916,1753,1906,260,-290,172
132523938285945483,1036,1975,1697,1929,1743,1894,260,-290,172
132523938286124494,1042,1968,1709,1920,1748,1891,260,-290,172
132523938286257011,1048,1973,1654,1919,1734,1872,266,-291,171
132523938286558606,1055,1958,1693,1914,1735,1861,266,-291,171
132523938286706772,1083,1951,1723,1914,1750,1866,266,-291,171
132523938286973613,1014,1964,1749,1904,1740,1874,255,-287,169
132523938286982829,1013,1977,1729,1894,1722,1873,255,-287,169
132523938287358819,1033,1963,1697,1902,1723,1872,255,-287,169
132523938287569979,1043,1944,1696,1918,1725,1876,255,-287,169
132523938287657330,1042,1935,1725,1921,1725,1882,259,-301,167
132523938287954973,1017,1972,1740,1915,1723,1884,259,-301,167
132523938288079269,1011,1981,1734,1914,1738,1877,259,-301,167
132523938288321912,1047,1961,1728,1908,1750,1879,255,-302,155
132523938288755593,1028,1957,1741,1907,1753,1881,255,-302,155
